Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.03.11 12:46
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ5B+gasfurnace+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,,Material Name,Optical Data Type,Spectral Data Set Name,Thickness {ft},Solar Transmittance,Front Solar Reflectance,Back Solar Reflectance,Visible Transmittance,Front Visible Reflectance,Back Visible Reflectance,Infrared Transmittance,Front Thermal Emissivity,Back Thermal Emissivity,Conductivity {W/m-K},Dirt Factor,Solar Diffusing
,1,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,2,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,3,GLASS,SpectralAverage,,0.13728,0.24698,0.55113,0.55113,0.88000,0.11900,0.11900,0.00000,0.84000,0.84000,0.10138,1.00000,No
,4,CLEAR ACRYLIC PLASTIC,SpectralAverage,,0.00984,0.92000,5.00000E-002,5.00000E-002,0.92000,5.00000E-002,5.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No
,5,DIFFUSING ACRYLIC PLASTIC,SpectralAverage,,0.00722,0.90000,8.00000E-002,8.00000E-002,0.90000,8.00000E-002,8.00000E-002,0.00000,0.90000,0.90000,0.90000,1.00000,No


WindowMaterial:Blind

,,Material Name,Slat Width {ft},Slat Separation {ft},Slat Thickness {ft},Slat Angle {deg},Slat Beam Solar Transmittance,Slat Beam Solar Front Reflectance,Blind To Glass Distance {ft}
,1,INT_BLIND,0.0820,0.0615,0.0033,45.000,0.000,0.500,0.164


Shadowing/Sun Position Calculations Annual Simulations

,,Shading Calculation Method,Shading Calculation Update Frequency Method,Shading Calculation Update Frequency {days},Maximum Figures in Shadow Overlap Calculations {},Polygon Clipping Algorithm,Pixel Counting Resolution,Sky Diffuse Modeling Algorithm,Output External Shading Calculation Results,Disable Self-Shading Within Shading Zone Groups,Disable Self-Shading From Shading Zone Groups to Other Zones
,1,PolygonClipping,Periodic,20,15000.,SutherlandHodgman,512,SimpleSkyDiffuseModeling,No,No,No


Water Heater Information

,,Type,Name,Volume {ft3},Maximum Capacity {Btu/h},Standard Rated Recovery Efficiency,Standard Rated Energy Factor
,1,WaterHeater:Mixed,WATER HEATER_UNIT1_FRONTROW_BOTTOMFLOOR,0.1337,36002.1,1.044,1.0408
,2,WaterHeater:Mixed,WATER HEATER_UNIT2_FRONTROW_BOTTOMFLOOR,0.1337,36002.1,1.044,1.0408
,3,WaterHeater:Mixed,WATER HEATER_UNIT3_FRONTROW_BOTTOMFLOOR,0.1337,36002.1,1.044,1.0408
,4,WaterHeater:Mixed,WATER HEATER_UNIT1_BACKROW_BOTTOMFLOOR,0.1337,36002.1,1.044,1.0408
,5,WaterHeater:Mixed,WATER HEATER_UNIT2_BACKROW_BOTTOMFLOOR,0.1337,36002.1,1.044,1.0408
,6,WaterHeater:Mixed,WATER HEATER_UNIT3_BACKROW_BOTTOMFLOOR,0.1337,36002.1,1.044,1.0408
,7,WaterHeater:Mixed,WATER HEATER_UNIT1_FRONTROW_MIDDLEFLOOR,0.1337,36002.1,1.044,1.0408
,8,WaterHeater:Mixed,WATER HEATER_UNIT2_FRONTROW_MIDDLEFLOOR,0.1337,36002.1,1.044,1.0408
,9,WaterHeater:Mixed,WATER HEATER_UNIT3_FRONTROW_MIDDLEFLOOR,0.1337,36002.1,1.044,1.0408
,10,WaterHeater:Mixed,WATER HEATER_UNIT1_BACKROW_MIDDLEFLOOR,0.1337,36002.1,1.044,1.0408
,11,WaterHeater:Mixed,WATER HEATER_UNIT2_BACKROW_MIDDLEFLOOR,0.1337,36002.1,1.044,1.0408
,12,WaterHeater:Mixed,WATER HEATER_UNIT3_BACKROW_MIDDLEFLOOR,0.1337,36002.1,1.044,1.0408
,13,WaterHeater:Mixed,WATER HEATER_UNIT1_FRONTROW_TOPFLOOR,0.1337,36002.1,1.044,1.0408
,14,WaterHeater:Mixed,WATER HEATER_UNIT2_FRONTROW_TOPFLOOR,0.1337,36002.1,1.044,1.0408
,15,WaterHeater:Mixed,WATER HEATER_UNIT3_FRONTROW_TOPFLOOR,0.1337,36002.1,1.044,1.0408
,16,WaterHeater:Mixed,WATER HEATER_UNIT1_BACKROW_TOPFLOOR,0.1337,36002.1,1.044,1.0408
,17,WaterHeater:Mixed,WATER HEATER_UNIT2_BACKROW_TOPFLOOR,0.1337,36002.1,1.044,1.0408
,18,WaterHeater:Mixed,WATER HEATER_UNIT3_BACKROW_TOPFLOOR,0.1337,36002.1,1.044,1.0408


ZoneInfiltration Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/Exterior Surface Area {ft3/min-ft2},ACH - Air Changes per Hour,Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2}
,1,LIVING_SHERMANGRIMSRUD_UNIT1_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,2,LIVING_SHERMANGRIMSRUD_UNIT2_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,3,LIVING_SHERMANGRIMSRUD_UNIT3_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,4,LIVING_SHERMANGRIMSRUD_UNIT1_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,5,LIVING_SHERMANGRIMSRUD_UNIT2_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,6,LIVING_SHERMANGRIMSRUD_UNIT3_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,7,LIVING_SHERMANGRIMSRUD_UNIT1_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,8,LIVING_SHERMANGRIMSRUD_UNIT2_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,9,LIVING_SHERMANGRIMSRUD_UNIT3_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,10,LIVING_SHERMANGRIMSRUD_UNIT1_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,11,LIVING_SHERMANGRIMSRUD_UNIT2_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,12,LIVING_SHERMANGRIMSRUD_UNIT3_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,13,LIVING_SHERMANGRIMSRUD_UNIT1_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,14,LIVING_SHERMANGRIMSRUD_UNIT2_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,15,LIVING_SHERMANGRIMSRUD_UNIT3_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,16,LIVING_SHERMANGRIMSRUD_UNIT1_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,17,LIVING_SHERMANGRIMSRUD_UNIT2_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,18,LIVING_SHERMANGRIMSRUD_UNIT3_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,19,ATTICVENT,ALWAYS_AVAIL,ATTIC,7802.66,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,20,CRAWLVENT,ALWAYS_AVAIL,CRAWLSPACE,7794.37,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000


ZoneVentilation Airflow Stats Nominal

,,Name,Schedule Name,Zone Name,Zone Floor Area {ft2},# Zone Occupants,Design Volume Flow Rate {ft3/min},Volume Flow Rate/Floor Area {ft3/min-ft2},Volume Flow Rate/person Area {ft3/min-person},ACH - Air Changes per Hour,Fan Type {Exhaust;Intake;Natural},Fan Pressure Rise {psi},Fan Efficiency {},Equation A - Constant Term Coefficient {},Equation B - Temperature Term Coefficient {1/C},Equation C - Velocity Term Coefficient {s/m},Equation D - Velocity Squared Term Coefficient {s2/m2},Minimum Indoor Temperature{F}/Schedule,Maximum Indoor Temperature{F}/Schedule,Delta Temperature{F}/Schedule,Minimum Outdoor Temperature{F}/Schedule,Maximum Outdoor Temperature{F}/Schedule,Maximum WindSpeed{ft/min}
,1,VENTILATION_UNIT1_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,2,VENTILATION_UNIT2_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,3,VENTILATION_UNIT3_FRONTROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,4,VENTILATION_UNIT1_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,5,VENTILATION_UNIT2_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,6,VENTILATION_UNIT3_BACKROW_BOTTOMFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,7,VENTILATION_UNIT1_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,8,VENTILATION_UNIT2_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,9,VENTILATION_UNIT3_FRONTROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,10,VENTILATION_UNIT1_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,11,VENTILATION_UNIT2_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,12,VENTILATION_UNIT3_BACKROW_MIDDLEFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,13,VENTILATION_UNIT1_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,14,VENTILATION_UNIT2_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,15,VENTILATION_UNIT3_FRONTROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_FRONTROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,16,VENTILATION_UNIT1_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT1_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,17,VENTILATION_UNIT2_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT2_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40
,18,VENTILATION_UNIT3_BACKROW_TOPFLOOR,ALWAYS_AVAIL,LIVING_UNIT3_BACKROW_TOPFLOOR,1200.51,2.0,0.000,0.000,0.000,0.000,Exhaust,0.000,0.6,1.000,0.000,0.000,0.000,-148.0,212.00,-148.0,-148.0,212.00,7874.40


AirFlow Model

,,Simple
,1,Simple


RoomAir Model

,,Zone Name,Mixing/Mundt/UCSDDV/UCSDCV/UCSDUFI/UCSDUFE/User Defined
,1,CRAWLSPACE,Mixing/Well-Stirred
,2,BREEZEWAY,Mixing/Well-Stirred
,3,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,4,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,5,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Mixing/Well-Stirred
,6,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,7,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,8,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Mixing/Well-Stirred
,9,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,10,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,11,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Mixing/Well-Stirred
,12,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,13,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,14,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Mixing/Well-Stirred
,15,ATTIC,Mixing/Well-Stirred
,16,LIVING_UNIT3_BACKROW_TOPFLOOR,Mixing/Well-Stirred
,17,LIVING_UNIT3_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,18,LIVING_UNIT1_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,19,LIVING_UNIT2_BACKROW_TOPFLOOR,Mixing/Well-Stirred
,20,LIVING_UNIT2_FRONTROW_TOPFLOOR,Mixing/Well-Stirred
,21,LIVING_UNIT1_BACKROW_TOPFLOOR,Mixing/Well-Stirred


AirflowNetwork Model:Control

,,No Multizone or Distribution/Multizone with Distribution/Multizone without Distribution/Multizone with Distribution only during Fan Operation
,1,NoMultizoneOrDistribution


Zone Volume Capacitance Multiplier

,,Sensible Heat Capacity Multiplier,Moisture Capacity Multiplier,Carbon Dioxide Capacity Multiplier,Generic Contaminant Capacity Multiplier
,1,1.000,1.000,1.000,1.000


Load Timesteps in Zone Design Calculation Averaging Window

,,Value
,1,6


Heating Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Cooling Sizing Factor Information

,,Sizing Factor ID,Value
,1,Global,1.0000


Zone Sizing Information

,,Zone Name,Load Type,Calc Des Load {Btu/h},User Des Load {Btu/h},Calc Des Air Flow Rate {ft3/min},User Des Air Flow Rate {ft3/min},Design Day Name,Date/Time of Peak,Temperature at Peak {F},Humidity Ratio at Peak {lbWater/lbDryAir},Floor Area {ft2},# Occupants,Calc Outdoor Air Flow Rate {ft3/min},Calc DOAS Heat Addition Rate {Btu/h}
,1,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Cooling,10032.35516,10032.35516,532.35163,532.35163,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:40:00,87.51439,0.00547,1200.55323,2.00000,44.99491,0.00000
,2,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Heating,7088.86810,7088.86810,161.01036,161.01036,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,3,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Cooling,4765.74369,4765.74369,252.88132,252.88132,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 19:00:00,82.63040,0.00547,1200.55323,2.00000,44.99491,0.00000
,4,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Heating,4892.24884,4892.24884,111.11990,111.11990,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,5,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Cooling,7091.20614,7091.20614,376.27114,376.27114,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 10:20:00,84.22880,0.00547,1200.55323,2.00000,44.99491,0.00000
,6,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Heating,7091.55365,7091.55365,161.07138,161.07138,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,7,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Cooling,9818.63846,9818.63846,521.01688,521.01688,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 18:00:00,86.62640,0.00547,1200.55323,2.00000,44.99491,0.00000
,8,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Heating,7091.29188,7091.29188,161.06545,161.06545,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,9,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Cooling,4761.35558,4761.35558,252.64827,252.64827,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 19:00:00,82.63040,0.00547,1200.55323,2.00000,44.99491,0.00000
,10,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Heating,4891.93193,4891.93193,111.11270,111.11270,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,11,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Cooling,6849.69158,6849.69158,363.47453,363.47453,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 09:40:00,81.38719,0.00547,1200.55323,2.00000,44.99491,0.00000
,12,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Heating,7088.57255,7088.57255,161.00358,161.00358,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,13,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Cooling,9924.09796,9924.09796,526.61010,526.61010,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:50:00,87.07041,0.00547,1200.55323,2.00000,44.99491,0.00000
,14,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Heating,4992.87660,4992.87660,113.41079,113.41079,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,15,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Cooling,4791.27268,4791.27268,254.23726,254.23726,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 19:00:00,82.63040,0.00547,1200.55323,2.00000,44.99491,0.00000
,16,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Heating,2822.20096,2822.20096,64.10656,64.10656,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 10:10:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,17,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Cooling,7259.11844,7259.11844,385.19063,385.19063,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 10:30:00,84.89480,0.00547,1200.55323,2.00000,44.99491,0.00000
,18,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Heating,4995.37296,4995.37296,113.46757,113.46757,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,19,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Cooling,9699.28633,9699.28633,514.68214,514.68214,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 18:00:00,86.62640,0.00547,1200.55323,2.00000,44.99491,0.00000
,20,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Heating,4994.75481,4994.75481,113.45359,113.45359,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,21,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Cooling,4744.04200,4744.04200,251.73726,251.73726,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 19:00:00,82.63040,0.00547,1200.55323,2.00000,44.99491,0.00000
,22,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Heating,2821.59260,2821.59260,64.09258,64.09258,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 10:10:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,23,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Cooling,6967.40070,6967.40070,369.70334,369.70334,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 09:50:00,82.14201,0.00547,1200.55323,2.00000,44.99491,0.00000
,24,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Heating,4992.26828,4992.26828,113.39702,113.39702,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:00:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,25,LIVING_UNIT3_BACKROW_TOPFLOOR,Cooling,6974.98178,6974.98178,370.10589,370.10589,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 09:50:00,82.14201,0.00547,1200.55323,2.00000,44.99491,0.00000
,26,LIVING_UNIT3_BACKROW_TOPFLOOR,Heating,7173.16272,7173.16272,162.92498,162.92498,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 11:10:00,-0.2200,0.00096,1200.55323,2.00000,44.99491,0.00000
,27,LIVING_UNIT3_FRONTROW_TOPFLOOR,Cooling,7251.83931,7251.83931,384.80927,384.80927,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 10:30:00,84.89480,0.00547,1200.55323,2.00000,44.99491,0.00000
