Title,Column 1 Category,End use category and fuel,Total Heating TBTU/yr,Elec TBTU/yr,Fossil TBTU/yr,In.Hvac Heating Type And Fuel,Building Id,End use category,End use fuel type,In.Bedrooms,In.Geometry Attic Type,In.Geometry Building Type Acs,In.Geometry Building Type Height,In.Geometry Building Type Recs,In.Geometry Floor Area,In.Geometry Floor Area Bin,In.Geometry Foundation Type,In.Geometry Stories,In.Geometry Wall Exterior Finish,In.Geometry Wall Type,In.Geometry Wall Type And Exterior Finish,In.Heating Fuel,In.Hvac Cooling Efficiency,In.Hvac Cooling Type,In.Hvac Has Ducts,In.Hvac Has Shared System,In.Hvac Has Zonal Electric Heating,In.Hvac Heating Efficiency,In.Hvac Heating Type,In.Infiltration,In.Insulation Ceiling,In.Insulation Floor,In.Insulation Foundation Wall,In.Insulation Roof,In.Insulation Slab,In.Insulation Wall,In.Lighting,In.Misc Extra Refrigerator,In.Misc Freezer,In.Misc Gas Fireplace,In.Misc Gas Grill,In.Misc Gas Lighting,In.Misc Hot Tub Spa,In.Misc Pool,In.Misc Pool Heater,In.Misc Pool Pump,In.Misc Well Pump,In.Occupants,In.Resstock County Id,In.State,In.Vacancy Status,In.Vintage,In.Vintage Acs,In.Water Heater Efficiency,In.Water Heater Fuel,In.Water Heater In Unit,In.Windows,Tenure type,Number of units,Out.Floor Area Conditioned Ft 2,Clothes Dryer (group),Cooking Range (group),In.Bathroom Spot Vent Hour,In.Cec Climate Zone,In.Ceiling Fan,In.Clothes Dryer,In.Clothes Washer,In.Clothes Washer Presence,In.Cooking Range,In.Cooling Setpoint,In.Cooling Setpoint Has Offset,In.Cooling Setpoint Offset Magnitude,In.Cooling Setpoint Offset Period,In.Corridor,In.Dehumidifier,In.Dishwasher,In.Door Area,In.Doors,In.Ducts,In.Eaves,In.Electric Vehicle,In.Geometry Building Horizontal Location Mf,In.Geometry Building Horizontal Location Sfa,In.Geometry Building Level Mf,In.Geometry Building Number Units Mf,In.Geometry Building Number Units Sfa,In.Geometry Building Type Recs (group),In.Geometry Garage,In.Geometry Stories Low Rise,In.Heating Setpoint,In.Heating Setpoint Has Offset,In.Heating Setpoint Offset Magnitude,In.Heating Setpoint Offset Period,In.Holiday Lighting,In.Hot Water Distribution,In.Hot Water Fixtures,In.Hvac Heating System Type,In.Hvac Secondary Heating Efficiency,In.Hvac Secondary Heating Type And Fuel,In.Hvac Shared Efficiencies,In.Hvac System Is Faulted,In.Hvac System Single Speed Ac Airflow,In.Hvac System Single Speed Ac Charge,In.Hvac System Single Speed Ashp Airflow,In.Hvac System Single Speed Ashp Charge,In.Interior Shading,In.Iso Rto Region,In.Lighting Interior Use,In.Lighting Other Use,In.Location City,In.Location Latitude,In.Location Longitude,In.Location Region,In.Mechanical Ventilation,In.Natural Ventilation,In.Neighbors,In.Orientation,In.Overhangs,In.Plug Load Diversity,In.Plug Loads,In.Pv,In.Radiant Barrier,In.Range Spot Vent Hour,In.Reeds Balancing Area,In.Refrigerator,In.Resstock Puma Id,In.Roof Material,In.Schedules,In.Solar Hot Water,In.Units Represented,In.Usage Level,In.Window Areas,Out.Door Area Ft 2,Out.Duct Unconditioned Surface Area Ft 2,Out.Floor Area Attic Ft 2,Out.Floor Area Lighting Ft 2,Out.Hours Cooling Setpoint Not Met,Out.Hours Heating Setpoint Not Met,Out.Hvac Cooling Capacity W,Out.Hvac Heating Capacity W,Out.Hvac Heating Supp Capacity W,Out.Roof Area Ft 2,Out.Size Cooling System Kbtu H,,Out.Size Water Heater Gal,Out.Size Water Heater Gal (group),Out.Wall Area Above Grade Conditioned Ft 2,Out.Wall Area Above Grade Exterior Ft 2,Out.Wall Area Below Grade Ft 2,Out.Window Area Ft 2,Scaled Units
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.0006113,4.37E-07,0.000610863,Natural Gas Shared Heating,60774,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,750-999,0-1499,Slab,3,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,Heating Shared,No,Shared Heating,Non-Ducted Heating,20 ACH50,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-7",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,1970s,1960-79,Natural Gas Standard,Natural Gas,Shared DHW,"Double, Clear, Non-metal, Air, Exterior Clear Storm",renter_occupied,205.4286604,853,None,Electric,Hour6,None,"Standard Efficiency, No usage",None,None,None,"Electric, 100% Usage",72F,Yes,9F,Day Setup and Night Setback +5h,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,Middle,None,Bottom,67,None,Multi-Family & Single-Family Attached,None,3,55F,Yes,3F,Day +3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,1.05,None,None,Hour15,33,"EF 6.7, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,853,782.83,0.17,1248.798426,0,0,0,4.26,0,30,20-30,174.15,174.15,0,26.12,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000109216,7.82E-08,0.000109138,Natural Gas Shared Heating,60774,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,750-999,0-1499,Slab,3,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,Heating Shared,No,Shared Heating,Non-Ducted Heating,20 ACH50,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-7",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,1970s,1960-79,Natural Gas Standard,Natural Gas,Shared DHW,"Double, Clear, Non-metal, Air, Exterior Clear Storm",owner_occupied,36.70235232,853,None,Electric,Hour6,None,"Standard Efficiency, No usage",None,None,None,"Electric, 100% Usage",72F,Yes,9F,Day Setup and Night Setback +5h,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,Middle,None,Bottom,67,None,Multi-Family & Single-Family Attached,None,3,55F,Yes,3F,Day +3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,1.05,None,None,Hour15,33,"EF 6.7, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,853,782.83,0.17,1248.798426,0,0,0,4.26,0,30,20-30,174.15,174.15,0,26.12,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004493449,0.000202639,0.00429081,Natural Gas Fuel Furnace,60831,heating,fossil,2,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,1000-1499,0-1499,Slab,3,"Brick, Medium/Dark",Concrete,"Concrete, Brick, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,15 ACH50,None,None,None,"Finished, R-30","2ft R10 Perimeter, Vertical","CMU, 6-in Hollow, R-19",100% CFL,None,None,Gas Fireplace,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2000s,2000-09,Electric Standard,Electricity,Shared DHW,"Double, Clear, Metal, Air",renter_occupied,202.2952155,1138,Electric,Electric,Hour10,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,None,Left,None,Middle,12,None,Multi-Family & Single-Family Attached,None,3,72F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,1.05,None,None,Hour12,33,"EF 15.9, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F30 B30 L30 R30,20,0,0,1138,353.33,3.5,4069.369622,5880.515362,0,0,13.89,20.07,30,20-30,563.23,603.23,0,168.97,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000884843,3.99E-05,0.000844943,Natural Gas Fuel Furnace,60831,heating,fossil,2,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,1000-1499,0-1499,Slab,3,"Brick, Medium/Dark",Concrete,"Concrete, Brick, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,15 ACH50,None,None,None,"Finished, R-30","2ft R10 Perimeter, Vertical","CMU, 6-in Hollow, R-19",100% CFL,None,None,Gas Fireplace,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2000s,2000-09,Electric Standard,Electricity,Shared DHW,"Double, Clear, Metal, Air",owner_occupied,39.83579725,1138,Electric,Electric,Hour10,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,None,Left,None,Middle,12,None,Multi-Family & Single-Family Attached,None,3,72F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,1.05,None,None,Hour12,33,"EF 15.9, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F30 B30 L30 R30,20,0,0,1138,353.33,3.5,4069.369622,5880.515362,0,0,13.89,20.07,30,20-30,563.23,603.23,0,168.97,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002733278,5.82E-05,0.002675078,Natural Gas Fuel Boiler,62329,heating,fossil,3,None,20 to 49 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,2000-2499,1500-2499,Slab,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,8 ACH50,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,Shared DHW,"Single, Clear, Metal",owner_occupied,44.2420689,2115,Electric,Electric,Hour22,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,Yes,2F,Night Setup +4h,Double-Loaded Interior,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,Left,None,Top,20,None,Multi-Family & Single-Family Attached,None,2,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,East,None,1,1.05,None,None,Hour17,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,2115,3997.17,0,0,12315.05222,0,2286.39,0,42.02,40,40-50,767.83,807.83,0,115.17,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.01197827,1.30E-05,0.01196527,Natural Gas Fuel Boiler,62329,heating,fossil,3,None,20 to 49 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,2000-2499,1500-2499,Slab,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,8 ACH50,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,Shared DHW,"Single, Clear, Metal",renter_occupied,197.8889438,2115,Electric,Electric,Hour22,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,Yes,2F,Night Setup +4h,Double-Loaded Interior,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,Left,None,Top,20,None,Multi-Family & Single-Family Attached,None,2,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,East,None,1,1.05,None,None,Hour17,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,2115,3997.17,0,0,12315.05222,0,2286.39,0,42.02,40,40-50,767.83,807.83,0,115.17,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.013684218,0,0.013684218,Natural Gas Fuel Wall/Floor Furnace,62407,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,25 ACH50,R-19,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% Incandescent,EF 17.6,"EF 12, National Average",None,None,None,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Tankless,Natural Gas,WH in unit,"Double, Clear, Non-metal, Air",owner_occupied,208.142282,1220,Gas,Electric,Hour4,None,Standard Efficiency,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",70F,Yes,2F,Day Setup +2h,Not Applicable,None,None,20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,1 Car,1,70F,Yes,3F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Wall/Floor Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,1,0.91,None,No,Hour9,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,1220,1508,22,0,4267.979276,13672.57748,0,1686,14.56,46.65,Tankless,Tankless,1233.24,1632.69,0,93.71,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002234573,0,0.002234573,Natural Gas Fuel Wall/Floor Furnace,62407,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,25 ACH50,R-19,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% Incandescent,EF 17.6,"EF 12, National Average",None,None,None,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Tankless,Natural Gas,WH in unit,"Double, Clear, Non-metal, Air",renter_occupied,33.98873076,1220,Gas,Electric,Hour4,None,Standard Efficiency,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",70F,Yes,2F,Day Setup +2h,Not Applicable,None,None,20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,1 Car,1,70F,Yes,3F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Wall/Floor Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,1,0.91,None,No,Hour9,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,1220,1508,22,0,4267.979276,13672.57748,0,1686,14.56,46.65,Tankless,Tankless,1233.24,1632.69,0,93.71,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001855706,0.001855706,0,Electricity Shared Heating,63324,heating,fossil,3,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,3000-3999,2500-3999,Slab,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,"Room AC, EER 9.8",Room AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,20 ACH50,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Electric Standard,Electricity,Shared DHW,"Double, Clear, Non-metal, Air",owner_occupied,39.83579725,3138,Electric,Electric,Hour1,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,Middle,None,Top,16,None,Multi-Family & Single-Family Attached,None,2,70F,Yes,6F,Night +5h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Electricity",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southwest,None,1,1.05,None,None,Hour8,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,3138,506.67,42.17,3378.567603,0,0,3346.77,11.53,0,50,40-50,334.03,334.03,0,50.1,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.009423695,0.009423695,0,Electricity Shared Heating,63324,heating,fossil,3,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,3000-3999,2500-3999,Slab,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,"Room AC, EER 9.8",Room AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,20 ACH50,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Electric Standard,Electricity,Shared DHW,"Double, Clear, Non-metal, Air",renter_occupied,202.2952155,3138,Electric,Electric,Hour1,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,Middle,None,Top,16,None,Multi-Family & Single-Family Attached,None,2,70F,Yes,6F,Night +5h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Electricity",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southwest,None,1,1.05,None,None,Hour8,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,3138,506.67,42.17,3378.567603,0,0,3346.77,11.53,0,50,40-50,334.03,334.03,0,50.1,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.011261698,1.71E-06,0.011259988,Natural Gas Shared Heating,63460,heating,fossil,1,None,2 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,Vented Crawlspace,2,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,None,No AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,15 ACH50,None,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Non-metal",renter_occupied,204.4072661,853,Gas,Electric,Hour9,None,Standard Efficiency,"Gas, 80% Usage","EnergyStar, 80% Usage",Yes,"Electric, 80% Usage",72F,Yes,2F,Night Setback +5h,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Not Applicable,None,Bottom,2,None,Multi-Family & Single-Family Attached,None,2,65F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,North,None,0.5,0.96,None,None,Hour10,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Low,F12 B12 L12 R12,20,0,0,853,2520.33,0,0,0,0,0,0,0,30,20-30,975.25,975.25,487.63,117.03,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002087302,9.25E-06,0.002078052,Natural Gas Shared Heating,63460,heating,fossil,1,None,2 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,Vented Crawlspace,2,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,None,No AC,Has ducts,Heating Shared,No,Shared Heating,Ducted Heating,15 ACH50,None,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Non-metal",owner_occupied,37.72374663,853,Gas,Electric,Hour9,None,Standard Efficiency,"Gas, 80% Usage","EnergyStar, 80% Usage",Yes,"Electric, 80% Usage",72F,Yes,2F,Night Setback +5h,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Not Applicable,None,Bottom,2,None,Multi-Family & Single-Family Attached,None,2,65F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Shared Heating,None,None,"Boiler Baseboards Heating Only, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,North,None,0.5,0.96,None,None,Hour10,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Low,F12 B12 L12 R12,20,0,0,853,2520.33,0,0,0,0,0,0,0,30,20-30,975.25,975.25,487.63,117.03,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000464134,2.10E-05,0.000443134,Natural Gas Fuel Furnace,63709,heating,fossil,1,None,3 or 4 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,500-749,0-1499,Vented Crawlspace,3,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"AC, SEER 15",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,None,Ceiling R-19,Uninsulated,"Finished, R-38",None,"Wood Stud, R-15",100% LED,None,None,None,None,Gas Lighting,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,43.17390292,617,Electric,Electric,Hour3,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,Yes,2F,Day Setup and Night Setback -2h,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, R-6",2 ft,None,Not Applicable,None,Middle,3,None,Multi-Family & Single-Family Attached,None,3,65F,Yes,6F,Night -1h,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,0.96,None,None,Hour14,33,"EF 19.9, 100% Usage","CO, 00814",Composition Shingles,Stochastic,None,1,Medium,F12 B12 L12 R12,20,0,0,617,291.17,34.17,1925.874943,3622.355026,0,0,6.57,12.36,30,20-30,829.44,829.44,0,99.53,2
