Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 3:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 3:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 3:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 3:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 3:Des Tot Cool Cap [W]
00:10:00,1.693388E-01,5.945983E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,7.894279E+02,8.125960E-02,9.135350E+02,7.860667E+02,7.128176E-02,2.625513E+03,2.767795E-02,0.000000E+00,0.000000E+00
00:20:00,1.700126E-01,5.965284E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,7.935442E+02,7.694544E-02,8.573989E+02,7.260515E+02,7.208895E-02,2.634722E+03,2.767795E-02,0.000000E+00,0.000000E+00
00:30:00,1.706734E-01,5.984214E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,7.976604E+02,7.272299E-02,8.023686E+02,6.671245E+02,7.298221E-02,2.646394E+03,2.767795E-02,0.000000E+00,0.000000E+00
00:40:00,1.713246E-01,6.002867E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.017766E+02,6.858741E-02,7.483856E+02,6.093724E+02,7.394289E-02,2.659996E+03,2.767795E-02,0.000000E+00,0.000000E+00
00:50:00,1.719682E-01,6.021302E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.058929E+02,6.453331E-02,6.953850E+02,5.527591E+02,7.500316E-02,2.676451E+03,2.767795E-02,0.000000E+00,0.000000E+00
01:00:00,1.726058E-01,6.039566E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.100091E+02,6.055886E-02,6.433448E+02,4.972322E+02,7.604112E-02,2.692266E+03,2.767795E-02,0.000000E+00,0.000000E+00
01:10:00,1.730782E-01,6.053101E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.127533E+02,5.703404E-02,5.980983E+02,4.489455E+02,7.717473E-02,2.743269E+03,2.767795E-02,0.000000E+00,0.000000E+00
01:20:00,1.734891E-01,6.064869E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.154974E+02,5.370944E-02,5.552659E+02,4.031969E+02,7.853890E-02,2.800883E+03,2.767795E-02,0.000000E+00,0.000000E+00
01:30:00,1.738607E-01,6.075515E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.182416E+02,5.054313E-02,5.143422E+02,3.594775E+02,7.998972E-02,2.860979E+03,2.767795E-02,0.000000E+00,0.000000E+00
01:40:00,1.742011E-01,6.085266E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.209857E+02,4.752217E-02,4.751710E+02,3.176412E+02,8.149076E-02,2.922513E+03,2.767795E-02,0.000000E+00,0.000000E+00
01:50:00,1.745163E-01,6.094295E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.237299E+02,4.463881E-02,4.376590E+02,2.775860E+02,8.302509E-02,2.985001E+03,2.767795E-02,0.000000E+00,0.000000E+00
02:00:00,1.748095E-01,6.102694E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.264741E+02,4.188705E-02,4.017338E+02,2.392245E+02,8.472579E-02,3.052254E+03,2.767795E-02,0.000000E+00,0.000000E+00
02:10:00,1.750423E-01,6.109364E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.285322E+02,3.934733E-02,3.690514E+02,2.042879E+02,8.635479E-02,3.108183E+03,2.767795E-02,0.000000E+00,0.000000E+00
02:20:00,1.752437E-01,6.115132E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.305903E+02,3.696041E-02,3.382114E+02,1.712907E+02,8.780712E-02,3.159045E+03,2.767795E-02,0.000000E+00,0.000000E+00
02:30:00,1.754220E-01,6.120238E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.326484E+02,3.469423E-02,3.088273E+02,1.398298E+02,8.916530E-02,3.207212E+03,2.767795E-02,0.000000E+00,0.000000E+00
02:40:00,1.755816E-01,6.124811E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.347065E+02,3.253719E-02,2.807593E+02,1.097609E+02,9.051544E-02,3.255151E+03,2.767795E-02,0.000000E+00,0.000000E+00
02:50:00,1.757260E-01,6.128948E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.367647E+02,3.047847E-02,2.538768E+02,8.094414E+01,9.176206E-02,3.300125E+03,2.767795E-02,0.000000E+00,0.000000E+00
03:00:00,1.758592E-01,6.132763E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.388228E+02,2.850844E-02,2.280637E+02,5.325257E+01,9.286593E-02,3.341017E+03,2.767795E-02,0.000000E+00,0.000000E+00
03:10:00,1.759799E-01,6.136221E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.408809E+02,2.767795E-02,2.159913E+02,4.036251E+01,9.380126E-02,3.363176E+03,2.767795E-02,0.000000E+00,0.000000E+00
03:20:00,1.760911E-01,6.139406E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.429390E+02,2.767795E-02,2.139332E+02,3.827601E+01,9.453132E-02,3.379456E+03,2.767795E-02,0.000000E+00,0.000000E+00
03:30:00,1.761947E-01,6.142373E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.449971E+02,2.767795E-02,2.118751E+02,3.618993E+01,9.497949E-02,3.387661E+03,2.767795E-02,0.000000E+00,0.000000E+00
03:40:00,1.762897E-01,6.145094E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.470553E+02,2.767795E-02,2.098169E+02,3.410344E+01,9.521353E-02,3.389734E+03,2.767795E-02,0.000000E+00,0.000000E+00
03:50:00,1.763773E-01,6.147603E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.491134E+02,2.767795E-02,2.077588E+02,3.201696E+01,9.521528E-02,3.385154E+03,2.767795E-02,0.000000E+00,0.000000E+00
04:00:00,1.764589E-01,6.149942E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.511715E+02,2.767795E-02,2.057007E+02,2.993093E+01,9.488569E-02,3.371077E+03,2.767795E-02,0.000000E+00,0.000000E+00
04:10:00,1.764590E-01,6.149944E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.525436E+02,2.767795E-02,2.043286E+02,2.854007E+01,9.466082E-02,3.378540E+03,2.767795E-02,0.000000E+00,0.000000E+00
04:20:00,1.764315E-01,6.149155E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.539157E+02,2.767795E-02,2.029565E+02,2.714923E+01,9.473857E-02,3.394670E+03,2.767795E-02,0.000000E+00,0.000000E+00
04:30:00,1.763850E-01,6.147824E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.552877E+02,2.767795E-02,2.015845E+02,2.575796E+01,9.512868E-02,3.419746E+03,2.767795E-02,0.000000E+00,0.000000E+00
04:40:00,1.763246E-01,6.146093E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.566598E+02,2.767795E-02,2.002124E+02,2.436710E+01,9.568085E-02,3.449464E+03,2.767795E-02,0.000000E+00,0.000000E+00
04:50:00,1.762524E-01,6.144025E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.580319E+02,2.767795E-02,1.988403E+02,2.297628E+01,9.651344E-02,3.487214E+03,2.767795E-02,0.000000E+00,0.000000E+00
05:00:00,1.761698E-01,6.141659E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.594040E+02,2.767795E-02,1.974682E+02,2.158544E+01,9.777385E-02,3.537217E+03,2.767795E-02,0.000000E+00,0.000000E+00
05:10:00,1.759290E-01,6.134762E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.580319E+02,2.767795E-02,1.988403E+02,2.297628E+01,9.861383E-02,3.552003E+03,2.767795E-02,0.000000E+00,0.000000E+00
05:20:00,1.756265E-01,6.126096E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.566598E+02,2.767795E-02,2.002124E+02,2.436710E+01,9.912495E-02,3.557371E+03,2.767795E-02,0.000000E+00,0.000000E+00
05:30:00,1.752837E-01,6.116277E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.552877E+02,2.767795E-02,2.015845E+02,2.575796E+01,9.932620E-02,3.553864E+03,2.767795E-02,0.000000E+00,0.000000E+00
05:40:00,1.749091E-01,6.105545E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.539157E+02,2.767795E-02,2.029565E+02,2.714923E+01,9.921396E-02,3.541378E+03,2.767795E-02,0.000000E+00,0.000000E+00
05:50:00,1.745101E-01,6.094117E+03,2.767795E-02,0.000000E+00,0.000000E+00,2.767795E-02,8.525436E+02,3.023553E-02,2.351684E+02,6.224041E+01,9.878522E-02,3.519828E+03,2.767795E-02,0.000000E+00,0.000000E+00
