Date/Time,Heating:Electricity [J](Hourly) 
 01/28  09:00:00,6695466.504498355 
 01/28  10:00:00,3381896.6164440075 
 01/28  11:00:00,2867570.534979772 
 01/28  12:00:00,1709125.1394943595 
 01/28  13:00:00,720000.0 
 01/28  14:00:00,720000.0 
 01/28  15:00:00,720000.0 
 01/28  16:00:00,720000.0 
 01/28  17:00:00,720000.0 
 01/28  18:00:00,787012.105300195 
 01/28  19:00:00,4261023.259743056 
 01/28  20:00:00,4643072.427008932 
 01/28  21:00:00,4984087.024976048 
 01/28  22:00:00,6546240.61596543 
 01/28  23:00:00,8610914.801401382 
 01/28  24:00:00,8270555.326522387 
 01/29  01:00:00,6921643.887468968 
 01/29  02:00:00,8238900.7628722135 
 01/29  03:00:00,11551152.754069721 
 01/29  04:00:00,13694514.983616084 
 01/29  05:00:00,11787409.533142263 
 01/29  06:00:00,12972758.908084072 
 01/29  07:00:00,15976205.780193854 
 01/29  08:00:00,14208909.751448186 
 01/29  09:00:00,4537410.031486733 
 01/29  10:00:00,1743090.72773747 
 01/29  11:00:00,1748731.9666810576 
 01/29  12:00:00,1436389.6417272417 
 01/29  13:00:00,720000.0 
 01/29  14:00:00,720000.0 
 01/29  15:00:00,720000.0 
 01/29  16:00:00,720000.0 
 01/29  17:00:00,719999.9999999999 
 01/29  18:00:00,1054893.8227252662 
 01/29  19:00:00,3925075.6019344926 
 01/29  20:00:00,4184008.5961101246 
 01/29  21:00:00,3822419.3400599756 
 01/29  22:00:00,3552867.585444424 
 01/29  23:00:00,4621541.193698118 
 01/29  24:00:00,7264774.871603234 
 01/30  01:00:00,4548484.317037102 
 01/30  02:00:00,4996330.737020236 
 01/30  03:00:00,5849505.834034286 
 01/30  04:00:00,5440037.3946048375 
 01/30  05:00:00,5890416.616208913 
 01/30  06:00:00,5479221.699773933 
 01/30  07:00:00,7120161.738707513 
 01/30  08:00:00,7029607.150729935 
 01/30  09:00:00,5029915.174549365 
 01/30  10:00:00,4208133.739350614 
 01/30  11:00:00,4332770.736646241 
 01/30  12:00:00,4309027.146393052 
 01/30  13:00:00,3521691.8222905197 
 01/30  14:00:00,2785230.8222815087 
 01/30  15:00:00,2549947.3805397935 
 01/30  16:00:00,2999698.754438226 
 01/30  17:00:00,2053638.6714848527 
 01/30  18:00:00,2197476.434052242 
 01/30  19:00:00,4012120.4296913487 
 01/30  20:00:00,6253360.744199275 
 01/30  21:00:00,5987564.044274541 
 01/30  22:00:00,3742383.688805163 
 01/30  23:00:00,4076319.735636737 
 01/30  24:00:00,5180268.61990862 
 01/31  01:00:00,4238255.426611894 
 01/31  02:00:00,5771070.70957361 
 01/31  03:00:00,6526182.107715393 
 01/31  04:00:00,7445423.5239787 
 01/31  05:00:00,9798599.968898008 
 01/31  06:00:00,9777649.538272966 
 01/31  07:00:00,12535726.340534627 
 01/31  08:00:00,10950799.84407527 
 01/31  09:00:00,4498836.258719343 
 01/31  10:00:00,1740262.4077786654 
 01/31  11:00:00,1881464.5637097792 
 01/31  12:00:00,1618448.0748129536 
 01/31  13:00:00,766595.415174552 
 01/31  14:00:00,720000.0 
 01/31  15:00:00,720000.0 
 01/31  16:00:00,720000.0 
 01/31  17:00:00,720000.0 
 01/31  18:00:00,720000.0 
 01/31  19:00:00,3650942.6199596636 
 01/31  20:00:00,4621380.725293594 
 01/31  21:00:00,3543182.61514028 
 01/31  22:00:00,3951790.611368825 
 01/31  23:00:00,6401580.988948055 
 01/31  24:00:00,7522274.6198704 
